pathway	systematicName
REACTOME_PI_3K_CASCADE_FGFR2	M27514
REACTOME_PI_3K_CASCADE_FGFR3	M27521
REACTOME_PI_3K_CASCADE_FGFR4	M27525
REACTOME_PI_METABOLISM	M676
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	M27419
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	M27462
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	M26995
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	M759
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	M26988
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	M27231
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	M27841
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	M27032
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	M27847
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	M27842
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	M1077
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	M9450
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	M10735
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	M924
REACTOME_PLATELET_HOMEOSTASIS	M916
REACTOME_PLATELET_SENSITIZATION_BY_LDL	M919
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	M26901
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	M26971
REACTOME_POLYMERASE_SWITCHING	M787
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	M29583
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	M27425
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	M19135
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	M26985
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	M19806
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	M29807
REACTOME_POTASSIUM_CHANNELS	M1073
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	M39007
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION	M27209
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	M27208
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	M26992
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	M27132
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	M607
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	M614
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	M27068
REACTOME_PREGNENOLONE_BIOSYNTHESIS	M27082
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	M26913
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	M27409
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	M42519
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION	M29819
REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO	M27235
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	M13087
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	M783
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	M27590
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	M497
REACTOME_PROCESSING_OF_SMDT1	M27819
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	M27029
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	M744
REACTOME_PROGRAMMED_CELL_DEATH	M27436
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	M552
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	M622
REACTOME_PROPIONYL_COA_CATABOLISM	M27679
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	M926
REACTOME_PROSTANOID_LIGAND_RECEPTORS	M804
REACTOME_PROTEIN_FOLDING	M776
REACTOME_PROTEIN_LOCALIZATION	M27932
REACTOME_PROTEIN_METHYLATION	M27782
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	M27617
REACTOME_PROTEIN_REPAIR	M27562
REACTOME_PROTEIN_UBIQUITINATION	M27742
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	M27355
REACTOME_PTEN_REGULATION	M27646
REACTOME_PTK6_EXPRESSION	M27735
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	M27754
REACTOME_PTK6_REGULATES_CELL_CYCLE	M27733
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	M27731
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	M27734
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	M27732
REACTOME_PURINE_CATABOLISM	M842
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	M2071
REACTOME_PURINE_SALVAGE	M814
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	M29838
REACTOME_PYRIMIDINE_CATABOLISM	M10654
REACTOME_PYRIMIDINE_SALVAGE	M27689
REACTOME_PYROPTOSIS	M41804
REACTOME_PYRUVATE_METABOLISM	M17157
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	M490
REACTOME_RA_BIOSYNTHESIS_PATHWAY	M27445
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	M27779
REACTOME_RAB_GERANYLGERANYLATION	M27771
REACTOME_RAB_REGULATION_OF_TRAFFICKING	M27872
REACTOME_RAC1_GTPASE_CYCLE	M41809
REACTOME_RAC2_GTPASE_CYCLE	M41810
REACTOME_RAC3_GTPASE_CYCLE	M41818
REACTOME_RAF_ACTIVATION	M27556
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	M26917
REACTOME_RAP1_SIGNALLING	M923
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	M17670
REACTOME_RAS_PROCESSING	M38995
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	M29717
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	M27955
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	M27789
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	M27290
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	M29526
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	M26898
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	M748
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	M6729
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	M4862
REACTOME_RECYCLING_OF_EIF2_GDP	M27687
REACTOME_RECYCLING_PATHWAY_OF_L1	M891
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS	M27326
REACTOME_REELIN_SIGNALLING_PATHWAY	M27759
REACTOME_REGULATED_NECROSIS	M41803
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	M2661
REACTOME_REGULATION_BY_C_FLIP	M27249
REACTOME_REGULATION_OF_BACH1_ACTIVITY	M41833
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	M17541
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	M27001
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	M27348
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	M27376
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	M27876
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	M27945
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	M27401
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	M26924
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	M14966
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	M27123
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	M27122
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	M27121
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	M29579
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	M27950
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	M41831
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	M27250
REACTOME_REGULATION_OF_IFNA_IFNB_SIGNALING	M982
REACTOME_REGULATION_OF_IFNG_SIGNALING	M942
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	M27229
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	M27285
REACTOME_REGULATION_OF_INSULIN_SECRETION	M1921
REACTOME_REGULATION_OF_KIT_SIGNALING	M537
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	M27316
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	M27939
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	M27900
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	M944
REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING	M45023
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	M27194
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	M27811
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	M27814
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	M27810
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	M27815
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	M716
REACTOME_REGULATION_OF_RAS_BY_GAPS	M27539
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	M27788
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	M27802
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	M27809
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	M903
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL	M26952
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	M27571
REACTOME_REGULATION_OF_TNFR1_SIGNALING	M27437
REACTOME_REGULATION_OF_TP53_ACTIVITY	M27498
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	M27637
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	M27638
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	M27639
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	M27636
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	M27641
REACTOME_RELAXIN_RECEPTORS	M27371
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	M26905
REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL	M27444
REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS	M26977
REACTOME_REPRESSION_OF_WNT_TARGET_GENES	M27402
REACTOME_REPRODUCTION	M26956
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	M27701
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	M541
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	M27583
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	M27586
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	M27181
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	M893
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	M1025
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	M29832
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	M29813
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS	M29824
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	M724
REACTOME_RESPONSE_TO_METAL_IONS	M27541
REACTOME_RET_SIGNALING	M27746
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS	M29612
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	M10122
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	M27653
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	M671
REACTOME_RHO_GTPASE_CYCLE	M27078
REACTOME_RHO_GTPASE_EFFECTORS	M27080
REACTOME_RHO_GTPASES_ACTIVATE_CIT	M27489
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	M27550
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	M27491
REACTOME_RHO_GTPASES_ACTIVATE_KTN1	M27490
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	M27553
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	M27494
REACTOME_RHO_GTPASES_ACTIVATE_PKNS	M27487
REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS	M27551
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS	M27493
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	M27549
REACTOME_RHOA_GTPASE_CYCLE	M41805
REACTOME_RHOB_GTPASE_CYCLE	M41806
REACTOME_RHOBTB1_GTPASE_CYCLE	M41817
REACTOME_RHOBTB2_GTPASE_CYCLE	M41723
REACTOME_RHOBTB3_ATPASE_CYCLE	M41734
REACTOME_RHOBTB_GTPASE_CYCLE	M41738
REACTOME_RHOC_GTPASE_CYCLE	M41807
REACTOME_RHOD_GTPASE_CYCLE	M41811
REACTOME_RHOF_GTPASE_CYCLE	M41821
REACTOME_RHOG_GTPASE_CYCLE	M41814
REACTOME_RHOH_GTPASE_CYCLE	M41813
REACTOME_RHOJ_GTPASE_CYCLE	M41815
REACTOME_RHOQ_GTPASE_CYCLE	M41812
REACTOME_RHOT1_GTPASE_CYCLE	M41820
REACTOME_RHOU_GTPASE_CYCLE	M41816
REACTOME_RHOV_GTPASE_CYCLE	M41819
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	M583
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	M29666
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	M27234
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	M27691
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	M27696
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	M1095
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	M496
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	M865
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	M27647
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	M734
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	M27694
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	M1055
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	M739
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	M27716
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	M1022
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	M1024
REACTOME_RND1_GTPASE_CYCLE	M41828
REACTOME_RND2_GTPASE_CYCLE	M41827
REACTOME_RND3_GTPASE_CYCLE	M41826
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	M27877
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	M27351
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	M27203
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	M27110
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	M27330
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	M26942
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	M26923
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	M27615
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	M27613
REACTOME_RRNA_PROCESSING	M27685
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	M27768
REACTOME_RSK_ACTIVATION	M27369
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	M27783
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	M27797
REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	M27787
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	M27791
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	M27792
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	M27798
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	M27795
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	M27796
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	M27799
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	M27800
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	M27801
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	M27805
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	M27804
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	M27806
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	M27803
REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	M27825
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	M27807
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	M27817
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	M27808
REACTOME_RUNX3_REGULATES_P14_ARF	M27824
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	M27821
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	M27823
REACTOME_S_PHASE	M3158
REACTOME_SARS_COV_1_INFECTION	M39006
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES	M45009
REACTOME_SARS_COV_2_HOST_INTERACTIONS	M45011
REACTOME_SARS_COV_2_INFECTION	M41727
REACTOME_SARS_COV_2_MODULATES_AUTOPHAGY	M45018
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	M45019
REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS	M45022
REACTOME_SARS_COV_2_TARGETS_PDZ_PROTEINS_IN_CELL_CELL_JUNCTION	M45010
REACTOME_SARS_COV_INFECTIONS	M39009
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	M27221
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS	M27220
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS	M27222
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	M27150
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	M17095
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	M1081
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	M29848
REACTOME_SELECTIVE_AUTOPHAGY	M29841
REACTOME_SELENOAMINO_ACID_METABOLISM	M27170
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	M16498
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	M7578
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	M2243
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	M18415
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION	M27325
REACTOME_SEMAPHORIN_INTERACTIONS	M7923
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	M27187
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	M27585
REACTOME_SENSORY_PERCEPTION	M41834
REACTOME_SENSORY_PERCEPTION_OF_SALTY_TASTE	M42526
REACTOME_SENSORY_PERCEPTION_OF_TASTE	M42524
REACTOME_SENSORY_PROCESSING_OF_SOUND	M41822
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	M41823
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	M29614
REACTOME_SERINE_BIOSYNTHESIS	M27959
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	M27119
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	M27043
REACTOME_SEROTONIN_RECEPTORS	M6034
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	M719
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	M26929
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	M569
REACTOME_SHC_MEDIATED_CASCADE_FGFR1	M27511
REACTOME_SHC_MEDIATED_CASCADE_FGFR3	M27518
REACTOME_SHC_MEDIATED_CASCADE_FGFR4	M27524
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	M27173
REACTOME_SIALIC_ACID_METABOLISM	M27319
REACTOME_SIGNAL_AMPLIFICATION	M9379
REACTOME_SIGNAL_ATTENUATION	M14236
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	M925
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	M878
REACTOME_SIGNALING_BY_ACTIVIN	M26965
REACTOME_SIGNALING_BY_ALK	M42517
REACTOME_SIGNALING_BY_ALK_IN_CANCER	M42521
REACTOME_SIGNALING_BY_BMP	M1662
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS	M38994
REACTOME_SIGNALING_BY_CSF3_G_CSF	M41825
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	M27407
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	M673
REACTOME_SIGNALING_BY_EGFR	M27039
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	M563
REACTOME_SIGNALING_BY_ERBB2	M553
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS	M29847
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	M29535
REACTOME_SIGNALING_BY_ERBB4	M544
REACTOME_SIGNALING_BY_ERYTHROPOIETIN	M27865
REACTOME_SIGNALING_BY_FGFR	M1090
REACTOME_SIGNALING_BY_FGFR1	M27530
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	M27536
REACTOME_SIGNALING_BY_FGFR2	M27531
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	M27739
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	M27534
REACTOME_SIGNALING_BY_FGFR3	M27532
REACTOME_SIGNALING_BY_FGFR4	M27533
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	M27535
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	M635
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS	M41732
REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS	M41733
REACTOME_SIGNALING_BY_GPCR	M746
REACTOME_SIGNALING_BY_HEDGEHOG	M27440
REACTOME_SIGNALING_BY_HIPPO	M591
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	M1021
REACTOME_SIGNALING_BY_INTERLEUKINS	M874
REACTOME_SIGNALING_BY_KIT_IN_DISEASE	M39002
REACTOME_SIGNALING_BY_LEPTIN	M27195
REACTOME_SIGNALING_BY_LRP5_MUTANTS	M27432
REACTOME_SIGNALING_BY_MAPK_MUTANTS	M38997
REACTOME_SIGNALING_BY_MEMBRANE_TETHERED_FUSIONS_OF_PDGFRA_OR_PDGFRB	M29852
REACTOME_SIGNALING_BY_MET	M27643
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	M27623
REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS	M38999
REACTOME_SIGNALING_BY_MST1	M27744
REACTOME_SIGNALING_BY_NODAL	M511
REACTOME_SIGNALING_BY_NOTCH	M10189
REACTOME_SIGNALING_BY_NOTCH1	M616
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	M27202
